"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
2202144,"December 31, 2021",Tennessee,Memphis,"Vernon Ave",0,1,N/A
2216125,"December 31, 2021",Pennsylvania,Johnstown,"Woodland Ave",0,1,N/A
2201609,"December 31, 2021",Mississippi,Jackson,"St. Charles St",0,1,N/A
2201052,"December 30, 2021",Missouri,Kirksville,"700 block of E Dodson St",3,1,N/A
2199955,"December 29, 2021","New Jersey",Newark,"255 Broadway",0,2,N/A
2200643,"December 29, 2021",Georgia,Atlanta,"1783 Johnson Road NW",0,1,N/A
2200989,"December 29, 2021",Illinois,Rockford,"3300 block of Searles Ave",1,0,N/A
2201127,"December 29, 2021",Georgia,Valdosta,"1100 Old Statenville Rd",0,3,N/A
2199253,"December 28, 2021",Illinois,"East Saint Louis (Cahokia)","700 block St Norbert Dr",0,2,N/A
2199601,"December 28, 2021","South Carolina",Ridgeland,"2359 Wagon Branch Loop",1,0,N/A
2199532,"December 28, 2021",Nevada,Reno,"2625 Yori Ave",0,1,N/A
2199856,"December 28, 2021",Alabama,Mobile,"Clark St",0,2,N/A
2198822,"December 27, 2021",Texas,Houston,"Rankin Rd and Imperial Valley Dr",0,1,N/A
2197452,"December 26, 2021",Texas,Livingston,"2500 block of FM 1988",0,1,N/A
2197602,"December 26, 2021",Louisiana,"New Orleans","General De Gaulle Dr and Hendee St",1,0,N/A
2196844,"December 25, 2021","North Carolina",Hendersonville,"Spicer Cove Rd",1,0,N/A
2196475,"December 24, 2021",Missouri,Independence,"500 block of S Glenwood Ave",1,0,N/A
2196727,"December 24, 2021",Florida,Orlando,"9000 block of 5th Ave",0,3,N/A
2196740,"December 24, 2021",Texas,Cypress,"12500 Barker Cypress Rd",0,1,N/A
2197835,"December 24, 2021",Indiana,Merrillville,"5800 block of Van Buren St",0,1,N/A
2196666,"December 24, 2021",Illinois,Chicago,"5400 block of N Austin Ave",0,2,N/A
2196846,"December 24, 2021",Pennsylvania,Philadelphia,"3100 block of N Patton St",0,1,N/A
2195589,"December 23, 2021",Georgia,Atlanta,"180 Jackson St NE",0,1,N/A
2196055,"December 23, 2021",Texas,Dallas,"N I-35 E Service Rd and E Ledbetter Dr",0,1,N/A
2196620,"December 23, 2021",Ohio,Akron,N/A,0,2,N/A
2194783,"December 22, 2021",Ohio,Lithopolis,"390 Westview Terr",4,0,N/A
2194885,"December 22, 2021",Georgia,Fairburn,"200 block of Misty Walk",0,1,N/A
2195175,"December 22, 2021",Louisiana,Jeanerette,"1400 block of Main St",1,0,N/A
2194357,"December 21, 2021",Arkansas,"Little Rock",N/A,0,1,N/A
