"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
1584672,"December 31, 2019",Mississippi,Jackson,"3900 block of Medgar Evers Blvd",0,2,N/A
1585345,"December 31, 2019",Arizona,Phoenix,"N 31st Ave and W Roosevelt St",0,1,N/A
1583893,"December 30, 2019",Nebraska,Omaha,"27th Ave and Ellison Ave",0,1,N/A
1583698,"December 30, 2019",Illinois,Chicago,"8300 block of S Exchange Ave",0,1,N/A
1584762,"December 30, 2019",Alabama,Birmingham,"7500 block of 66th St S",0,1,N/A
1592700,"December 29, 2019",Texas,"Mount Pleasant","Private Rd 2321",1,0,N/A
1583616,"December 29, 2019",Tennessee,Memphis,"2818 Coleman Rd",0,1,N/A
1583437,"December 29, 2019",Indiana,Indianapolis,"4900 block of Clarkson Dr",1,1,N/A
1582603,"December 28, 2019","South Carolina",Greenwood,"1508 Parkway",0,1,N/A
1582044,"December 28, 2019",Illinois,"Oak Forest","5900 W 159th St",0,1,N/A
1580674,"December 27, 2019",Florida,Jacksonville,"1414 Dakar St",0,1,N/A
1580362,"December 26, 2019",Oklahoma,Tulsa,"2906 S 115th E Ave",0,1,N/A
1579448,"December 25, 2019",Illinois,Chicago,"3500 block of S Washtenaw Ave",0,2,N/A
1579726,"December 25, 2019",Ohio,Cincinnati,"1000 block of Gilsey Ave",0,1,N/A
1579729,"December 24, 2019",Louisiana,"Baton Rouge","Avalon Ave and Turret Dr",1,1,N/A
1579713,"December 24, 2019",California,Vallejo,"Ohio St and Mariposa St",0,1,N/A
1580278,"December 24, 2019",Alabama,Monroeville,"Co Rd 42",1,0,N/A
1578523,"December 23, 2019",Virginia,Fredericksburg,"1704 Lafayette Blvd",0,1,N/A
1578046,"December 22, 2019",Iowa,"Des Moines","4800 block of University Ave",0,3,N/A
1585788,"December 22, 2019",Tennessee,Memphis,"1700 block of Wildrose St",0,1,N/A
1578477,"December 22, 2019",Ohio,Toledo,"1100 block of W Bancroft St",0,1,N/A
1577956,"December 22, 2019",Tennessee,Chattanooga,"5200 block of Usher Dr",0,1,N/A
1579407,"December 21, 2019",Texas,Baytown,"200 block of Miriam St",0,1,N/A
1577156,"December 21, 2019",Texas,"San Antonio","6310 Channel View",1,0,N/A
1577190,"December 21, 2019",Texas,"San Angelo","700 block of San Jacinto St",0,1,N/A
1575784,"December 19, 2019",Tennessee,Memphis,N/A,0,1,N/A
1576031,"December 19, 2019",Pennsylvania,Philadelphia,"7100 block of Ditman St",0,1,N/A
1576492,"December 18, 2019",Virginia,Shawsville,"2646 Shawsville Pike NE",1,1,N/A
1574777,"December 17, 2019","South Carolina",Graniteville,"1600 Kalmia Apartments Ln",2,0,N/A
1573491,"December 16, 2019",California,Fresno,"2829 W Ashlan Ave",0,1,N/A
1574980,"December 16, 2019",Virginia,"Virginia Beach","1400 block of E Intruder Cir",2,0,N/A
1572873,"December 16, 2019",Oklahoma,"Oklahoma City","W Hefner Rd and N Western Ave",1,1,N/A
1572680,"December 16, 2019",Indiana,Gary,"4300 block of W 23rd Ave",1,1,N/A
1577458,"December 16, 2019",Alabama,Selma,"100 block of Co Rd 465",0,1,N/A
