"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
741738,"December 31, 2016","North Carolina",Morganton,"1419 Havenwood Drive",0,1,N/A
738771,"December 31, 2016",Texas,Houston,"4235 Oak Shadows",1,0,N/A
739242,"December 31, 2016",Kansas,Wichita,"2200 block of North Belmont",0,1,N/A
739893,"December 31, 2016","New Jersey",Vineland,"800 block of East Walnut Road",0,1,N/A
738867,"December 31, 2016",Louisiana,"New Orleans","2400 block of Martin Luther King Jr Boulevard",0,1,N/A
741194,"December 31, 2016","North Carolina",Morgantown,"Havenwood Dr",0,1,N/A
740719,"December 31, 2016",Oregon,"Grants Pass","Robertson Bridge Rd",1,0,N/A
738949,"December 31, 2016",Illinois,Chicago,"5600 block of West Corcoran",0,1,N/A
739466,"December 31, 2016",Pennsylvania,Greencastle,"400 block of W Baltimore St",1,0,N/A
739493,"December 31, 2016",Oklahoma,Tulsa,"21st St and Sheridan Rd",0,3,N/A
738953,"December 31, 2016","New York","Mount Vernon","300 block of E 3rd St",1,1,N/A
738041,"December 30, 2016",Ohio,Mansfield,"3230 Possum Run Rd",0,5,N/A
737991,"December 30, 2016",Alabama,Montgomery,"100 block of Longbrook Drive",2,2,N/A
738845,"December 30, 2016",Illinois,Chicago,"8100 block of S Bishop",1,0,N/A
738914,"December 30, 2016",Arizona,Laveen,"5115 W Southern Ave",0,1,N/A
739068,"December 30, 2016",Virginia,Charlottesville,"500 block of 6th St SE",0,1,N/A
740101,"December 29, 2016",Arkansas,"Little Rock","7523 Baseline Road",0,2,N/A
738361,"December 29, 2016",Iowa,"Des Moines",N/A,0,2,N/A
738816,"December 29, 2016",Washington,"Rock Island",N/A,0,1,N/A
738072,"December 29, 2016",Illinois,Thompsonville,"Locust Grove Rd",0,3,N/A
737840,"December 29, 2016",Illinois,Springfield,"200 block of 12th Street",0,1,N/A
737290,"December 29, 2016",Mississippi,"Macon (Prairie Point)","Buggs Ferry Road",1,0,N/A
737494,"December 29, 2016",Ohio,Toledo,"Tecumseh Street",0,1,N/A
738385,"December 29, 2016","North Carolina",Durham,"Grandview Dr and Greyson Dr",0,1,N/A
737361,"December 29, 2016",Texas,"Mission (Palmview)","700 block of Goodwin Acres Rd",0,2,N/A
737519,"December 29, 2016",Georgia,"Atlanta (College Park)","1100 block of Kristen Cove",1,0,N/A
736258,"December 28, 2016",Illinois,"Machesney Park","1028 Minns Dr",0,3,N/A
736293,"December 28, 2016",Indiana,Hammond,"6500 block of Grand Avenue",0,2,N/A
737145,"December 28, 2016",Indiana,Hammond,"4900 block of Elm Street",0,2,N/A
737045,"December 28, 2016",Illinois,Chicago,"12100 block of S Eggleston Ave",0,2,N/A
736978,"December 28, 2016",Illinois,Chicago,"200 block of East 132nd Street",0,1,N/A
738009,"December 28, 2016",Illinois,Aurora,"2000 block of Coral Avenue",0,1,N/A
736671,"December 28, 2016",Georgia,Valdosta,"1000 block of Cherry Creek Drive",1,0,N/A
737872,"December 28, 2016",Oklahoma,"Oklahoma City","NE 23rd St and N Martin Luther King Ave",0,1,N/A
736079,"December 27, 2016",Wisconsin,Milwaukee,"S 63rd St and W Euclid Ave",1,1,N/A
738085,"December 27, 2016",Pennsylvania,"Tioga (county)",N/A,0,1,N/A
736236,"December 27, 2016",Illinois,Rockford,"Central Ave and Preston St",1,1,N/A
735234,"December 27, 2016",Tennessee,"Mount Juliet","Davis Corner Road",0,1,N/A
735955,"December 27, 2016",Alabama,"Bessemer (Hueytown)","500 block of Carver Avenue",1,0,N/A
736277,"December 27, 2016",Indiana,Mitchell,"1000 block of Mill Creek Rd",0,2,N/A
736703,"December 27, 2016",Indiana,Elkhart,"25908 San Lu Rae Drive",1,0,N/A
735826,"December 27, 2016",Indiana,Campbellsburg,"6900 block of North Starr Road",0,1,N/A
734789,"December 27, 2016",Arizona,Phoenix,"39th Avenue and Thomas Road",0,1,N/A
738565,"December 27, 2016",Virginia,Fredericksburg,"1900 block of Sierra Dr",0,2,N/A
735269,"December 26, 2016",Florida,"Plant City","1705 Charles Avenue",0,1,N/A
737891,"December 26, 2016",Oklahoma,"Oklahoma City","3300 Block of SE 89th St",0,1,N/A
735038,"December 26, 2016",Illinois,Chicago,"7500 block of South Union",0,2,N/A
735043,"December 26, 2016","New Jersey",Orange,"171 Main Street",1,0,N/A
734794,"December 26, 2016",Texas,"San Antonio","Loop 410",0,1,N/A
733811,"December 25, 2016",Kentucky,Louisville,"1900 block of West Main Street",1,0,N/A
739042,"December 25, 2016",Florida,"Lehigh Acres","Douglas Ln and Hightower Ave S",0,2,N/A
734433,"December 25, 2016",Michigan,Southgate,"12300 Block of Agnes Street",0,3,N/A
734198,"December 25, 2016",Louisiana,Vivian,"100 block of Williamson Way",0,2,N/A
734570,"December 24, 2016",Massachusetts,Westfield,"Sackett Street",0,1,N/A
738967,"December 24, 2016",Oklahoma,Ardmore,"B St SW and 6th St",0,1,N/A
733519,"December 24, 2016",Louisiana,Shreveport,"5800 Block of Attaway Street",0,1,N/A
733088,"December 24, 2016",Illinois,"Chicago (Roseland)","10800 block of South Wentworth",0,1,N/A
733567,"December 24, 2016",Illinois,Chicago,"1800 block of South Lawndale",0,2,N/A
735782,"December 24, 2016",Texas,Kyle,N/A,1,0,N/A
733492,"December 24, 2016",Mississippi,Pearl,"3400 block of Old Brandon Road",2,1,N/A
732574,"December 23, 2016",Illinois,Chicago,"4900 block of W Hubbard",0,4,N/A
733040,"December 23, 2016",Tennessee,Memphis,"4465 Poplar Ave",0,1,N/A
732374,"December 23, 2016",Virginia,Richmond,"1000 block of Decatur St",0,1,N/A
732239,"December 23, 2016",Indiana,Elkhart,"29508 San Lu Rae Drive",1,0,N/A
733116,"December 23, 2016",Illinois,Bloomington,"Mulberry and Allin Street",0,1,N/A
732588,"December 23, 2016",Florida,"Palm Beach Gardens (Riviera Beach)","1200 block of W 36th St",1,1,N/A
732784,"December 23, 2016",Florida,"West Palm Beach","600 block of West 47th Street",0,1,N/A
733093,"December 23, 2016",Colorado,Littleton,"West Bowles Avenue and South Simms Street",1,0,N/A
732977,"December 23, 2016",Wisconsin,Beloit,"1600 block of Hackett Street",1,1,N/A
732395,"December 22, 2016",Illinois,Chicago,"8700 block of South Burley",0,1,N/A
732281,"December 22, 2016",Alabama,Hartford,"3507 County Rd 41",1,0,N/A
732287,"December 22, 2016",Georgia,Savannah,"East Victory Drive and Cedar Street",0,1,N/A
734023,"December 22, 2016",Ohio,Cleveland,"13412 Crennell Ave",1,1,N/A
734254,"December 22, 2016",Mississippi,Tupelo,"1743 Mitchell Rd",0,2,N/A
732795,"December 22, 2016",Ohio,Dayton,"100 block of Cambridge Avenue",0,1,N/A
730637,"December 21, 2016",Michigan,Detroit,"791 Tennessee St",1,0,N/A
730905,"December 21, 2016",Maryland,Baltimore,"600 block of South Fulton Avenue",0,1,N/A
730601,"December 21, 2016",Tennessee,Knoxville,"2101 Needham Drive",1,0,N/A
766339,"December 21, 2016",Missouri,Glasgow,"241 County Road 212",1,0,N/A
731569,"December 21, 2016","New Jersey",Englewood,"Washington Pl",0,1,N/A
734038,"December 21, 2016",Ohio,Cleveland,"15301 Kinsman Rd",0,1,N/A
730662,"December 20, 2016",Ohio,Cheshire,"Turkey Run Rd",0,1,N/A
730586,"December 20, 2016",Illinois,Chicago,"2800 block of West 38th Street",0,2,N/A
730563,"December 20, 2016",Illinois,Chicago,"4400 block of South Wells",0,1,N/A
730536,"December 20, 2016",Illinois,Chicago,"5500 block of West Corcoran",0,1,N/A
731057,"December 20, 2016",Ohio,Toledo,"800 block of Walnut St",0,1,N/A
730157,"December 20, 2016",Pennsylvania,Pittsburgh,"2700 Block of Glen Mawr St",1,0,N/A
743743,"December 20, 2016",Ohio,Cleveland,"10200 block of Meech Ave",0,1,N/A
730400,"December 20, 2016",Illinois,Chicago,"2800 block of West 38th",0,2,N/A
732798,"December 19, 2016",Minnesota,"Saint Paul","400 block of Maryland Avenue West",0,1,N/A
735227,"December 19, 2016",Texas,Lytle,"Co Rd 6853",0,1,N/A
730071,"December 19, 2016",Ohio,Toledo,"1700 Block of Locust St",0,1,N/A
729912,"December 19, 2016",Illinois,Chicago,"4800 block of S Ada St",0,1,N/A
729855,"December 19, 2016",Louisiana,"New Orleans","3300 block of Garden Oaks Drive",0,1,N/A
730223,"December 19, 2016",Tennessee,Nashville,"East Lane and Mattie St",1,0,N/A
729773,"December 19, 2016",Arkansas,Fouke,"11000 block of US-71",1,0,N/A
730267,"December 19, 2016",Wisconsin,Milwaukee,"82nd and Bobolink",0,1,N/A
728637,"December 18, 2016","North Carolina",Charlotte,"4900 block of Arborwood Dr",0,1,N/A
