"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
1289279,"December 31, 2018",Alabama,Birmingham,"3205 Birmingport Rd",1,1,N/A
1290183,"December 31, 2018","West Virginia",Charleston,N/A,0,0,N/A
1289458,"December 31, 2018","New Hampshire",Portsmouth,"697 Islington St",0,0,N/A
1300872,"December 31, 2018",Wisconsin,Milwaukee,"W Mitchell St and S 23rd St",0,0,N/A
1289659,"December 31, 2018",Illinois,Chicago,"2900 block of W Cortland St",0,2,N/A
1289235,"December 31, 2018",Alabama,Huntsville,"3208 Long Ave SW",0,1,N/A
1293382,"December 30, 2018",Illinois,Kankakee,"700 block of N 5th Ave",0,0,N/A
1288416,"December 30, 2018",Ohio,Miamisburg,"119 N 1st St",1,1,N/A
1290480,"December 30, 2018","New Mexico","Ranchos De Taos","Camino de Corazon",0,1,N/A
1292851,"December 29, 2018","North Carolina","Rocky Mount","700 block of Cascade Ave",0,0,N/A
1288523,"December 29, 2018",Tennessee,Murfreesboro,"319 W Lokey Ave",1,1,N/A
1288470,"December 29, 2018",Nevada,"Las Vegas","953 E Sahara Ave",1,2,N/A
1289736,"December 29, 2018",Ohio,Dayton,"400 block of Harriet St",0,0,N/A
1287875,"December 29, 2018",Texas,Katy,"3050 N Fry Rd",0,1,N/A
1292953,"December 28, 2018",Arizona,Phoenix,"51st Ave and Van Buren St",0,0,N/A
1287110,"December 28, 2018",Kansas,Wichita,"2796 S Seneca St",1,0,N/A
1287948,"December 28, 2018",Maryland,Reisterstown,"4300 block of Butler Rd",0,1,N/A
1285981,"December 27, 2018",Arkansas,Conway,"2400 Market Plz",1,0,N/A
1286785,"December 27, 2018",Florida,Palmetto,"600 block of Riverside Dr",0,1,N/A
1292006,"December 26, 2018",Michigan,Flint,"1700 block of Cronk Ave",0,0,N/A
1285113,"December 26, 2018",Florida,Orlando,"1014 Michigan St",1,0,N/A
1286217,"December 26, 2018",Maryland,Manchester,"3000 block of Maiden Ln",0,0,N/A
1285670,"December 26, 2018",Wisconsin,Milwaukee,"W Finn Pl and N 12th St",1,0,N/A
1286550,"December 26, 2018",Texas,Lubbock,"3500 block of 38th St",1,0,N/A
1284691,"December 25, 2018",Missouri,"Saint Louis","1200 block of McLaran Ave",0,1,N/A
1285026,"December 25, 2018","North Carolina",Reidsville,"3531 US-158",0,2,N/A
1383215,"December 25, 2018",Washington,Aberdeen,"400 block of N Washington St",0,1,N/A
1284177,"December 24, 2018",Texas,Lubbock,"Marsha Sharp Fwy and Avenue Q",0,1,N/A
1286367,"December 24, 2018","North Carolina",Greenville,"3372 Old River Rd",1,0,N/A
1383018,"December 24, 2018",Texas,Mcallen,"3200 block of Guadalupe Street",0,1,N/A
1285601,"December 24, 2018",Arizona,Phoenix,"600 block of W Indian School Rd",0,2,N/A
1283701,"December 24, 2018",Florida,Jacksonville,"1000 block of Woodstock Ave",0,1,N/A
1283603,"December 24, 2018",Alabama,"Muscle Shoals","2200 block of Gusmus Ave",1,1,N/A
1283440,"December 23, 2018",Tennessee,Waynesboro,"Hog Creek Rd",1,0,N/A
1284367,"December 23, 2018",Kansas,"Kansas City","1600 block of Birch St",0,2,N/A
1285616,"December 23, 2018",Connecticut,Hamden,"Wintergreen Ave and Brook St",0,0,N/A
1282535,"December 22, 2018",Florida,Sarasota,"2900 block of Mayflower St",0,1,N/A
1284321,"December 22, 2018",Michigan,Pontiac,"252 Carriage Cir Dr",2,0,N/A
1283579,"December 22, 2018",Washington,Marysville,"9623 State Ave",0,0,N/A
1282466,"December 22, 2018",Louisiana,"Baton Rouge","2900 block of 68th Ave",1,0,N/A
1284216,"December 21, 2018",Texas,Houston,"12020 Northwest Fwy",0,1,N/A
1284146,"December 21, 2018",Missouri,"Saint Charles","800 block of N 2nd St",1,0,N/A
1282230,"December 21, 2018",Louisiana,"New Orleans","9332 Chef Menteur Hwy",0,1,N/A
1281752,"December 20, 2018","North Carolina","Charlotte (Mint Hill)","4900 block of Stoney Trace Dr",0,1,N/A
1281377,"December 20, 2018",Texas,"San Antonio","1000 block of Sundance Fort",0,1,N/A
1281850,"December 20, 2018","North Carolina",Lexington,"123 Upton St",1,0,N/A
1281942,"December 20, 2018",Alabama,Birmingham,"3073 Panorama E",1,0,N/A
1291298,"December 20, 2018",Texas,Killeen,"4500 block of Westcliff Dr",1,0,N/A
1281456,"December 19, 2018",Florida,"Land O Lakes","8000 block of Belcher Ln",1,0,N/A
1383146,"December 19, 2018",Texas,"Fort Worth","8504 Cove Meadow Lane",0,1,N/A
1280787,"December 19, 2018",Oklahoma,Tulsa,"7111 S Lewis Ave",1,2,N/A
1280413,"December 19, 2018",Florida,"Fort Lauderdale (Dania Beach)","SW 28th Ave and 52nd St",1,0,N/A
1280618,"December 19, 2018","South Carolina",Anderson,"Chauga Dr",1,0,N/A
1379791,"December 19, 2018",Arkansas,"Little Rock","Dennison St",0,0,N/A
1279496,"December 18, 2018",Florida,"Miami Beach","1200 block of 18th St",1,0,N/A
1281298,"December 18, 2018",California,Concord,"4600 block of Phoenix St",1,0,N/A
1280888,"December 18, 2018","New Hampshire",Dover,"31 Cocheco St",1,0,N/A
1279120,"December 17, 2018",Montana,Missoula,N/A,0,0,N/A
1280097,"December 17, 2018","North Carolina",Wilmington,"30 block of N Front St",0,1,N/A
1282287,"December 16, 2018",Florida,Stuart,"916 SW Bromelia Ter",1,0,N/A
1278514,"December 16, 2018",Florida,"Cape Coral","1000 block of SE 13th Place",0,0,N/A
1277553,"December 15, 2018",Arizona,Phoenix,"10402 N Black Canyon Hwy",1,0,N/A
1277656,"December 15, 2018",Texas,Lubbock,"4400 block of 82nd St",0,1,N/A
1277978,"December 15, 2018",Florida,"Miami Beach","10th St and Ocean Dr",0,1,N/A
1278132,"December 15, 2018",Arkansas,"Little Rock","608 Main St",0,1,N/A
1278852,"December 15, 2018",Ohio,Cleveland,"12200 Mayfield Rd",0,0,N/A
1277139,"December 14, 2018",Indiana,Indianapolis,"1 George Ct",1,0,N/A
1277632,"December 14, 2018",Alabama,"Birmingham (Vestavia Hills)","2927 Columbiana Ct",0,1,N/A
1278604,"December 14, 2018","New Jersey",Phillipsburg,"273 Mercer St",0,0,N/A
1277357,"December 14, 2018","South Carolina",Easley,"201 NE Main St",1,0,N/A
1277794,"December 14, 2018",California,"South Pasadena","1401 Mission St",0,0,N/A
1277196,"December 14, 2018",Texas,"Corpus Christi","5535 Bonner Dr",0,2,N/A
1277334,"December 14, 2018",Florida,"Opa Locka","13325 NW 47th Ave",0,2,N/A
1276866,"December 13, 2018",Georgia,Atlanta,"200 Block of 18th St",1,0,N/A
1276462,"December 13, 2018",Missouri,Springfield,"1131 Battlefield Rd",0,1,N/A
1380009,"December 13, 2018",Florida,Stuart,"2319 NW Federal Hwy",0,1,N/A
1276081,"December 13, 2018",Florida,Hernando,"350 E Norvell Bryant Hwy",2,0,N/A
1276053,"December 13, 2018",Florida,Stuart,"41 SW Osceola St",1,0,N/A
1277129,"December 13, 2018",Indiana,"Indianapolis (Lawrence)","4200 block of N Franklin Ave",0,2,N/A
1277270,"December 12, 2018",California,Ukiah,"130 N Orchard Ave",0,1,N/A
1275446,"December 12, 2018",Texas,Houston,"1400 block of Pearl St",0,1,N/A
1275608,"December 12, 2018",Texas,"San Antonio","19500 US-281",0,0,N/A
1276068,"December 12, 2018",Arkansas,Huntington,"5500 block of Echo Rd",0,1,N/A
1383171,"December 11, 2018",Texas,"San Antonio","800 block of Jennings  Ave",1,0,N/A
1276979,"December 11, 2018","West Virginia",Genoa,"Billy Branch Rd",0,0,N/A
1275455,"December 11, 2018","New York","Staten Island","71 Central Ave",1,0,N/A
1381298,"December 11, 2018",Ohio,Sunbury,"Carters Corner Rd",0,0,N/A
1276203,"December 10, 2018",Tennessee,"Memphis (Bartlett)","Craigmont Dr",0,0,N/A
1275570,"December 9, 2018",Georgia,Brunswick,"3915 Darien Hwy",0,2,N/A
1273610,"December 9, 2018","North Carolina",Laurinburg,"17200 block of Lee's Mill Rd",1,3,N/A
1363756,"December 9, 2018",California,Pomona,"1647 Indian Hill Blvd",0,0,N/A
1380823,"December 9, 2018",Georgia,McRae-Helena,"Bowen St",1,1,N/A
1382931,"December 8, 2018",Tennessee,Memphis,"2300 block of New Brunswick",0,0,N/A
1380877,"December 7, 2018",Kentucky,Bardstown,"315 N Third St",0,0,N/A
1271458,"December 7, 2018",Florida,"Boynton Beach","3104 Tuscany Way",0,0,N/A
1271937,"December 7, 2018",Louisiana,Metairie,"2900 block of Transcontinental Dr",1,0,N/A
1381244,"December 7, 2018","New York",Syracuse,"419 Wolf  St",0,1,N/A
1272143,"December 7, 2018","New York",Yonkers,"82 Buckingham Rd",1,2,N/A
1381336,"December 6, 2018",Ohio,Youngstown,"West Judson Avenue",0,0,N/A
1271568,"December 6, 2018",Indiana,Indianapolis,"2500 block of N Emerson Ave",0,1,N/A
1270732,"December 6, 2018",Florida,Jacksonville,"7900 103rd St",0,1,N/A
1272082,"December 6, 2018",California,Fresno,"W Floral Ave and S Jameson Ave",0,1,N/A
1270722,"December 6, 2018",Virginia,Norfolk,"1400 block of Goff St",0,2,N/A
