"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
1891201,"December 31, 2020",Tennessee,Nashville,"Charles Ct",1,0,N/A
1890864,"December 31, 2020",Arizona,Phoenix,"4729 E McDowell Rd",0,2,N/A
1892750,"December 31, 2020",Texas,"Fort Worth","1800 block of Hunting Green Dr",0,1,N/A
1891739,"December 31, 2020",Arizona,Phoenix,"N 87th Ave and W Glenrosa Ave",1,0,N/A
1892137,"December 31, 2020",Texas,Donna,"13000 block of Kenny Ln",2,0,N/A
1891342,"December 30, 2020",Illinois,Peoria,"1700 block of W Thames Dr",1,0,N/A
1900450,"December 30, 2020",Texas,Baytown,"308 N Alexander Dr",0,1,N/A
1932217,"December 30, 2020",Mississippi,Tupelo,"Wilson St",0,0,N/A
1890955,"December 30, 2020",Nevada,Reno,"10585 Stead Blvd",0,1,N/A
1895842,"December 30, 2020",Florida,"Pompano Beach (North Lauderdale)","8000 block of SW Fifth St",1,0,N/A
1891307,"December 30, 2020",Texas,Austin,"13000 block of Pond Springs Rd",0,3,N/A
1890604,"December 30, 2020",Arkansas,Maumelle,"111 Commons Dr",0,0,N/A
1890224,"December 30, 2020",Texas,"Fort Worth","6901 N Beach St",1,0,N/A
1890337,"December 29, 2020",Nevada,"Las Vegas","8100 Spur Ct",1,0,N/A
1895255,"December 29, 2020","South Carolina",Summerville,"Mosby Ct",0,2,N/A
1889077,"December 29, 2020",Missouri,"Saint Louis (Overland)","1823 Cedar Glen Dr",1,1,N/A
1896115,"December 28, 2020",Tennessee,Hermitage,"4800 block of Concord Dr",0,0,N/A
1888907,"December 28, 2020",Washington,Kenmore,"6908 NE 181st St",0,1,N/A
1890763,"December 28, 2020",Oregon,Eugene,"3700 block of W 11th Ave",0,0,N/A
1888515,"December 28, 2020",Louisiana,"New Orleans","1500 Canal St",0,3,N/A
1887807,"December 27, 2020",Texas,Houston,"6500 block of Jensen Dr",0,1,N/A
1887680,"December 27, 2020",Georgia,Lagrange,"1200 New Franklin Rd",1,4,N/A
1888804,"December 27, 2020",Texas,"Port Arthur","2500 block of 18th St",1,0,N/A
1886890,"December 26, 2020",Virginia,Roanoke,"4832 Valley View Blvd NW",0,1,N/A
1887005,"December 26, 2020",Georgia,Augusta,"3238 Wrightsboro Rd",0,1,N/A
1888343,"December 26, 2020",Virginia,Milford,"29000 block of Sparta Rd",2,0,N/A
1888506,"December 26, 2020","North Carolina",Taylorsville,"Gravel Hill Ct",0,0,N/A
1886770,"December 26, 2020",Mississippi,Vicksburg,"70 Warrenton Rd",0,0,N/A
1887527,"December 26, 2020",Missouri,Wentzville,N/A,0,0,N/A
1888424,"December 26, 2020",California,Murrieta,"37000 block of Calle de Lobo",2,2,N/A
1887344,"December 26, 2020",Illinois,Chicago,"3200 block of W Chicago Ave",1,0,N/A
1887043,"December 25, 2020",Virginia,Williamsburg,"549 E Rochambeau Dr",0,1,N/A
1886788,"December 25, 2020","New York",Commack,"450 Moreland Rd",1,1,N/A
1886856,"December 25, 2020",Texas,Houston,"1100 block of Sawgrass Ridge Ln",1,0,N/A
1887593,"December 25, 2020",California,Stockton,"1700 block of Quail Lakes Dr",0,1,N/A
1886519,"December 25, 2020",Iowa,Waterloo,"1347 E Airline Hwy",1,0,N/A
1886355,"December 24, 2020",Florida,"Daytona Beach","1160 San Jose Blvd",1,0,N/A
