"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
1021272,"December 31, 2017",Georgia,Mableton,"Felton Ln",0,0,N/A
1021222,"December 31, 2017",Washington,"University Place","6300 block of 54th St W",0,0,N/A
1018282,"December 31, 2017",Texas,Austin,"4800 block of Doss Rd",1,0,N/A
1018786,"December 31, 2017",Virginia,Norfolk,"300 block of Virginian Dr",1,1,N/A
1017760,"December 31, 2017",Florida,"Boynton Beach","200 Block of NW 3rd Ave",2,0,N/A
1020900,"December 31, 2017",Florida,"Fort Pierce","601 N 25th St",0,1,N/A
1020146,"December 31, 2017",Georgia,Snellville,"1500 block of Scenic Hwy N",0,1,N/A
1018373,"December 31, 2017",Nevada,"Las Vegas","Alexander Rd and Lamb Blvd",1,0,N/A
1017990,"December 30, 2017",Georgia,Atlanta,"2841 Greenbriar Pkwy SW",0,1,N/A
1017108,"December 30, 2017",Louisiana,"New Orleans","1800 block of Esplanade Ave",0,1,N/A
1017617,"December 30, 2017",Pennsylvania,York,"1400 W Market St",0,0,N/A
1017497,"December 30, 2017","New York",Brooklyn,"214 Bristol St",0,1,N/A
1032117,"December 30, 2017",California,"Los Angeles","15228 S Avalon Blvd",0,2,N/A
1017022,"December 30, 2017",Tennessee,Nashville,"707 19th Ave N",0,1,N/A
1017006,"December 30, 2017",Tennessee,Harriman,"200 block of Harding Road",1,0,N/A
1017291,"December 30, 2017",Missouri,"Saint Louis","6412 Michigan Ave",0,3,N/A
1016463,"December 29, 2017",Texas,"San Antonio","7300 Block of Marble Creek Dr",1,0,N/A
1016324,"December 29, 2017",Ohio,Akron,"786 West Market St",0,1,N/A
1017860,"December 28, 2017",Oklahoma,Chickasha,N/A,0,1,N/A
1016437,"December 28, 2017",Mississippi,"Biloxi (Saint Martin)","Tucker Road",0,1,N/A
1016716,"December 28, 2017",Texas,Houston,"3010 Gears Rd",0,0,N/A
1016329,"December 28, 2017",Ohio,Columbus,"4790 Hilton Corporate Dr",1,1,N/A
1015568,"December 27, 2017",Ohio,Cincinnati,"7701 Reading Rd",1,0,N/A
1015349,"December 27, 2017",Florida,Ocala,"800 block of NW 4th St",0,2,N/A
1019736,"December 27, 2017",Florida,Clermont,"Olympia Ct",0,1,N/A
1015345,"December 27, 2017",Kansas,Wichita,"S Hydraulic Ave and E Harry St",0,0,N/A
1016492,"December 27, 2017",Idaho,Wilder,N/A,0,0,N/A
1016728,"December 26, 2017",Texas,Amarillo,"1300- block of Montclair Dr",0,0,N/A
1015757,"December 26, 2017","New Mexico","Silver City","1000 Slag Rd",1,1,N/A
1014309,"December 26, 2017",Maryland,"Hyattsville (Chillum)","6209 Sligo Pkwy",1,0,N/A
1016209,"December 26, 2017",Maryland,"Bryans Road","2700 block of Marshall Hall Rd",0,1,N/A
1014538,"December 26, 2017",Ohio,Akron,"1012 Hammel St",1,0,N/A
1810237,"December 26, 2017",Washington,"Spokane (Spokane Valley)",N/A,0,1,N/A
1014233,"December 25, 2017",Texas,Houston,"13573 Dunlap St",1,1,N/A
1016867,"December 25, 2017",Indiana,Kokomo,"615 N Washington St",0,0,N/A
1013948,"December 25, 2017",Ohio,Cleveland,"W 44th St and Carlyle Ave",1,0,N/A
1013769,"December 24, 2017",Illinois,Chicago,"1200 S Jefferson St",1,0,N/A
1013759,"December 24, 2017",Maryland,"Coltons Point","38000 block of Dukeharts",1,0,N/A
1013627,"December 24, 2017","North Carolina",Wilmington,"115 Silver Lake Rd",1,0,N/A
1015055,"December 24, 2017","West Virginia",Bancroft,"64 Tuffey Lane",0,0,N/A
1014075,"December 24, 2017",Oklahoma,Tulsa,"12900 block of E 11th St",0,1,N/A
1013530,"December 23, 2017",California,"Corona (Eastvale)","6400 block of Caxton St",0,0,N/A
1024527,"December 23, 2017",Oregon,Oakridge,"47000 block of Teller Rd",1,0,N/A
1013616,"December 23, 2017",Florida,Ocala,"3340 S Pine Ave",1,0,N/A
1013555,"December 23, 2017",Wisconsin,Milwaukee,"3433 W National Ave",0,0,N/A
1012942,"December 23, 2017",Texas,Longview,"1000 block of 12th St",1,0,N/A
1014082,"December 23, 2017",California,Stockton,"11000 block of E CA 26",0,1,N/A
1013437,"December 23, 2017","New Mexico",Albuquerque,"3800 block of Montgomery Blvd NE",1,0,N/A
1013036,"December 23, 2017",Georgia,Hephzibah,"2300 block of Patrick Ave",1,0,N/A
