"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
476809,"December 31, 2015",Washington,Woodland,"143 Whalen Road",1,0,N/A
476735,"December 31, 2015",Georgia,Columbus,"500 block of Farr Road",0,2,N/A
476679,"December 31, 2015",California,Seaside,"Kalborn Road",0,1,N/A
476476,"December 31, 2015",Florida,"Daytona Beach","971 West International Speedway Boulevard",0,2,N/A
476763,"December 31, 2015",Pennsylvania,Philadelphia,"300 block of S 16th St",0,0,N/A
476338,"December 31, 2015",California,"Los Angeles","2200 block of Batson Avenue",4,0,N/A
476240,"December 29, 2015",Tennessee,Columbia,"Wentzel Lane",1,0,N/A
476135,"December 29, 2015",Texas,Pasadena,"Lily Street",0,1,N/A
476127,"December 29, 2015",Michigan,Taylor,"8000 block of Oak Street",0,1,N/A
475573,"December 29, 2015",Florida,Orlando,"Dogwood Drive",0,1,N/A
476616,"December 29, 2015","New York",Tonawanda,"749 Sheridan Drive",0,0,N/A
476245,"December 29, 2015",Texas,Houston,"3427 Jorns",1,0,N/A
477195,"December 28, 2015","North Carolina",Vilas,N/A,0,0,N/A
474319,"December 28, 2015",Ohio,Dayton,"3200 block of Atlas Dr",1,0,N/A
476130,"December 28, 2015",Ohio,Columbus,"40 block of Rodgers Ave",1,0,N/A
475320,"December 28, 2015","North Carolina",Wilmington,"200 block of Dixie Avenue",0,0,N/A
473519,"December 28, 2015",Texas,"College Station","1500 block of Holleman Drive",1,0,N/A
474222,"December 28, 2015",Georgia,Lawrenceville,"1907 Riverside Parkway",0,1,N/A
474954,"December 28, 2015",Virginia,"Newport News","731 J Clyde Morris Boulevard",0,1,N/A
474889,"December 27, 2015",Wisconsin,Milwaukee,"1567 West National Avenue",0,1,N/A
476139,"December 27, 2015",Missouri,"Cape Girardeau","2800 block of Lynwood Hills Drive",0,0,N/A
472758,"December 27, 2015",Wisconsin,Milwaukee,"South 99th",0,1,N/A
474973,"December 27, 2015","West Virginia",Beckley,"1881 Robert C Byrd Dr",0,0,N/A
476981,"December 27, 2015","North Carolina",Albemarle,"24601 NC-73",1,0,N/A
474188,"December 27, 2015","North Carolina",Albemarle,"24000 block of NC-73",1,0,N/A
473861,"December 27, 2015",Florida,Apopka,"500 block of East Mason Drive",1,0,N/A
474143,"December 26, 2015",Minnesota,Stewartville,"300 block of 5th Avenue S.E.",0,0,N/A
